profile	case	verdict	assertion	detail
hostile	16-reasoning-x-structured-output	PASS	google / complete() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): the stream really did carry junk — frames were skipped	MalformedFramesSkipped { count: 3 }, UsageNotReported
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): ALL THREE CALLS SURVIVE THE JUNK, whole and unspliced — none lost, none merged	produced ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"], expected ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): THE TRUNCATED PREFIX DID NOT BECOME A PHANTOM CALL — exactly three well-formed calls, not four	3 well-formed call(s): ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): the turn ends in ToolUse — calls that survived are executable	ToolUse
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): no junk-frame text reached the user as answer content	""
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): the two intact calls of a three-call batch both survive — a broken sibling does not take them with it	produced ["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): the broken one is REPORTED rather than dropped (MEASURED-4)	OK id=call_a name=get_weather emulated=false args={"city":"Berlin"}                                     MALFORMED index=None id=call_bad name=get_weather reason=UnparseableArguments raw="{\"city\":\"Par"                                     OK id=call_c name=get_time emulated=false args={"zone":"CET"}
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): THE BATCH IS NOT SPLICED — no well-formed call carries another call's arguments	["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): the turn ends in ToolUse — calls that survived are executable	ToolUse
hostile	17-tools-x-malformed-frames	PASS	openai-compatible / complete(): no junk-frame text reached the user as answer content	""
hostile	17-tools-x-malformed-frames	PASS	anthropic / stream(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
hostile	17-tools-x-malformed-frames	PASS	anthropic / stream(): the stream really did carry junk — frames were skipped	MalformedFramesSkipped { count: 3 }
hostile	17-tools-x-malformed-frames	PASS	anthropic / stream(): ALL THREE CALLS SURVIVE THE JUNK, whole and unspliced — none lost, none merged	produced ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"], expected ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	anthropic / stream(): THE TRUNCATED PREFIX DID NOT BECOME A PHANTOM CALL — exactly three well-formed calls, not four	3 well-formed call(s): ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	anthropic / stream(): the turn ends in ToolUse — calls that survived are executable	ToolUse
hostile	17-tools-x-malformed-frames	PASS	anthropic / stream(): no junk-frame text reached the user as answer content	""
hostile	17-tools-x-malformed-frames	PASS	anthropic / complete(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
hostile	17-tools-x-malformed-frames	PASS	anthropic / complete(): the two intact calls of a three-call batch both survive — a broken sibling does not take them with it	produced ["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	anthropic / complete(): the broken one is REPORTED rather than dropped (MEASURED-4)	OK id=toolu_a name=get_weather emulated=false args={"city":"Berlin"}                                     MALFORMED index=Some(1) id=toolu_bad name=MISSING reason=MissingName raw=""                                     OK id=toolu_c name=get_time emulated=false args={"zone":"CET"}
hostile	17-tools-x-malformed-frames	PASS	anthropic / complete(): THE BATCH IS NOT SPLICED — no well-formed call carries another call's arguments	["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	anthropic / complete(): the turn ends in ToolUse — calls that survived are executable	ToolUse
hostile	17-tools-x-malformed-frames	PASS	anthropic / complete(): no junk-frame text reached the user as answer content	""
hostile	17-tools-x-malformed-frames	PASS	google / stream(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
hostile	17-tools-x-malformed-frames	PASS	google / stream(): the stream really did carry junk — frames were skipped	MalformedFramesSkipped { count: 3 }
hostile	17-tools-x-malformed-frames	PASS	google / stream(): ALL THREE CALLS SURVIVE THE JUNK, whole and unspliced — none lost, none merged	produced ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"], expected ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	google / stream(): THE TRUNCATED PREFIX DID NOT BECOME A PHANTOM CALL — exactly three well-formed calls, not four	3 well-formed call(s): ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	google / stream(): the turn ends in ToolUse — calls that survived are executable	ToolUse
hostile	17-tools-x-malformed-frames	PASS	google / stream(): no junk-frame text reached the user as answer content	""
hostile	17-tools-x-malformed-frames	PASS	google / complete(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
hostile	17-tools-x-malformed-frames	PASS	google / complete(): the two intact calls of a three-call batch both survive — a broken sibling does not take them with it	produced ["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	google / complete(): the broken one is REPORTED rather than dropped (MEASURED-4)	OK id=call_slot_0 name=get_weather emulated=false args={"city":"Berlin"}                                     MALFORMED index=Some(1) id=MISSING name=MISSING reason=MissingName raw="{\"city\":\"Paris\"}"                                     OK id=call_slot_2 name=get_time emulated=false args={"zone":"CET"}
hostile	17-tools-x-malformed-frames	PASS	google / complete(): THE BATCH IS NOT SPLICED — no well-formed call carries another call's arguments	["get_weather({\"city\":\"Berlin\"})", "get_time({\"zone\":\"CET\"})"]
hostile	17-tools-x-malformed-frames	PASS	google / complete(): the turn ends in ToolUse — calls that survived are executable	ToolUse
hostile	17-tools-x-malformed-frames	PASS	google / complete(): no junk-frame text reached the user as answer content	""
hostile	18-error-echo-every-adapter	PASS	openai-compatible / 400 read whole: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
hostile	18-error-echo-every-adapter	PASS	openai-compatible / 200 + in-stream error object: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
hostile	18-error-echo-every-adapter	PASS	anthropic / 400 read whole: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
hostile	18-error-echo-every-adapter	PASS	anthropic / 200 + in-stream error object: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
hostile	18-error-echo-every-adapter	PASS	google / 400 read whole: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
hostile	18-error-echo-every-adapter	PASS	google / 200 + in-stream error object: THE FOUR ERRORS ARE BYTE-IDENTICAL on Display, Debug, the serde IPC shape and every StreamEvent — the endpoint's message is not a channel	4 rendering(s) compared per variant
hostile	18-error-echo-every-adapter	PASS	every arm really did produce an error — nothing above is vacuous	24 of 24 arms errored
hostile	18-error-echo-every-adapter	PASS	the marker really did arrive on the wire, in both spellings, on every adapter	12 of 12 marker-carrying arms saw it on the wire
hostile	18-error-echo-every-adapter	PASS	NO ENDPOINT-DERIVED TEXT ON ANY ERROR SURFACE — every string in every error's serde shape is drawn from Vela's own closed vocabulary, on all three adapters	24 arms audited, 0 unexplained strings
hostile	18-error-echo-every-adapter	PASS	invariance holds on every adapter and both transport shapes, not just one	6 of 6 groups invariant
hostile	19-cancellation-x-tool-accumulation	PASS	openai-compatible: cancellation ends the turn promptly — no hang	121.649271ms
hostile	19-cancellation-x-tool-accumulation	PASS	openai-compatible: the turn ends in Cancelled — NOT in a ChatResponse carrying half a call	Some(Cancelled)
hostile	19-cancellation-x-tool-accumulation	PASS	openai-compatible: A CANCELLED TURN IS NOT FAILED OVER — the user's stop is not a reason to run the same tool call against a second endpoint	Some(Cancelled)
hostile	19-cancellation-x-tool-accumulation	PASS	openai-compatible: the sink is never told the turn finished normally	3 event(s)
hostile	19-cancellation-x-tool-accumulation	PASS	anthropic: cancellation ends the turn promptly — no hang	121.549605ms
hostile	19-cancellation-x-tool-accumulation	PASS	anthropic: the turn ends in Cancelled — NOT in a ChatResponse carrying half a call	Some(Cancelled)
hostile	19-cancellation-x-tool-accumulation	PASS	anthropic: A CANCELLED TURN IS NOT FAILED OVER — the user's stop is not a reason to run the same tool call against a second endpoint	Some(Cancelled)
hostile	19-cancellation-x-tool-accumulation	PASS	anthropic: the sink is never told the turn finished normally	4 event(s)
hostile	19-cancellation-x-tool-accumulation	PASS	google: cancellation ends the turn promptly — no hang	121.187459ms
hostile	19-cancellation-x-tool-accumulation	PASS	google: the turn ends in Cancelled — NOT in a ChatResponse carrying half a call	Some(Cancelled)
hostile	19-cancellation-x-tool-accumulation	PASS	google: A CANCELLED TURN IS NOT FAILED OVER — the user's stop is not a reason to run the same tool call against a second endpoint	Some(Cancelled)
hostile	19-cancellation-x-tool-accumulation	PASS	google: the sink is never told the turn finished normally	2 event(s)
hostile	19-cancellation-x-tool-accumulation	PASS	THE SECOND CANDIDATE WAS NEVER CONTACTED — a cancelled turn is not sprayed at the next endpoint	0 request(s)
hostile	19-cancellation-x-tool-accumulation	PASS	the router reports the cancellation as a cancellation	Ok(Err(Cancelled))
hostile	20-sibling-surfaces-x-endpoint-text	PASS	openai-compatible / stream(): the marker really was on the wire — nothing below is vacuous	10322 response byte(s) recorded
